Aspect Ratio:,Box Office (Gross USA):,Director:,Genre:,Original Language:,Producer:,Production Co:,Rating:,Release Date (Streaming):,Release Date (Theaters):,Runtime:,Sound Mix:,Title:,View the collection:,Writer:,url
Flat (1.85:1),$945.0K,Mike Figgis,drama,English,"Mike Figgis,    Annie Stewart",Red Mullet Productions,R (Sexuality|Language|Drug Use|Violence),"Jul 30, 2013","Apr 28, 2000
 wide",1h 37m,"Dolby Stereo, DTS, SDDS, Surround, Dolby Digital, Dolby SR",Timecode,,,https://www.rottentomatoes.com/m/timecode
Scope (2.35:1),$70.3M,John Singleton,action,English,,"Shaft Productions Ltd.,Paramount Pictures,New Deal Productions,Scott Rudin Productions",R (Strong Violence|Language),"Nov 1, 2016","Jun 16, 2000
 wide",1h 38m,"Surround, Dolby Digital, DTS, Dolby SR",Shaft,Shaft,"John Singleton,    Richard Price,    Shane Salerno",https://www.rottentomatoes.com/m/1098038-shaft
Flat (1.85:1),$142.7K,Gerard Stembridge,romance,English,"Anna J. Devlin,    Marina Hughes","Bord Scannan Na hEireann,Venus Productions",R (Sexuality|Language),"May 23, 2016",,1h 45m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",About Adam,,,https://www.rottentomatoes.com/m/about_adam
Flat (1.85:1),$16.9M,Ben Younger,drama,English,"Jennifer Todd,    Suzanne Todd","New Line Cinema,Team Todd",R (Strong Language|Drug Content),"Jan 11, 2010","Feb 18, 2000
 wide",2h,"SDDS, Dolby Digital, DTS, Surround",Boiler Room,,,https://www.rottentomatoes.com/m/1095081-boiler_room
Flat (1.85:1),$17.1M,Woody Allen,romance,English,Jean Doumanian,Sweetland Films,PG (Language),"Mar 11, 2017","May 19, 2000
 wide",1h 35m,"Dolby SR, Dolby Digital, DTS, Surround",Small Time Crooks,,,https://www.rottentomatoes.com/m/small_time_crooks
"Digital Projection, Flat (1.85:1)",$137.7M,"Eric Leighton,    Ralph Zondag","kids and family,adventure",English,,Walt Disney Pictures,PG (Intense Images),"May 17, 2016","May 19, 2000
 wide",1h 22m,"Dolby SR, Dolby Stereo, Surround, SDDS, DTS, Dolby Digital",Dinosaur,,,https://www.rottentomatoes.com/m/1097046-dinosaur
,$882.7K,James Gray,"drama,crime",English,"Kerry Orent,    Paul Webster,    Nick Wechsler","Miramax Films,Industry Entertainment",R (Scene of Sexuality|Language|Violence),"Oct 8, 2016",,1h 55m,"Surround, Dolby SR, Dolby Digital, DTS, SDDS",The Yards,,,https://www.rottentomatoes.com/m/yards
Flat (1.85:1),$68.3M,Peyton Reed,comedy,English,,Beacon Pictures,PG-13 (Sex-Related Material|Language),"Feb 12, 2014","Aug 25, 2000
 wide",1h 38m,"SDDS, Dolby Digital, DTS, Surround, Dolby SR",Bring It On,,,https://www.rottentomatoes.com/m/bring_it_on
,$18.7M,Wayne Wang,"drama,comedy",English,Laurence Mark,"Fox 2000 Pictures,20th Century Fox",PG-13,"Nov 25, 2015","Oct 12, 1999
 wide",1h 54m,"Surround, Dolby Digital",Anywhere but Here,,,https://www.rottentomatoes.com/m/anywhere_but_here
Flat (1.85:1),$71.3M,Lasse Hallström,drama,English,"David Brown,    Kit Golden,    Leslie Holleran","Miramax Films,Fat Free Limited,David Brown Productions",PG-13 (Some Violence|Scene of Sexuality),"Apr 14, 2016","Jan 5, 2001
 wide",2h 1m,"SDDS, Dolby Digital, DTS, Surround, Dolby SR",Chocolat,,Robert Nelson Jacobs,https://www.rottentomatoes.com/m/chocolat
Scope (2.35:1),$12.1M,Nigel Cole,comedy,English,,"Sky Pictures,Homerun Productions,Rich Pickings,Portman Entertainment Group,Wave Pictures",R (Language|Drug Content),"Sep 1, 2009","Sep 1, 2000
 wide",1h 34m,"Dolby SR, Dolby Digital, Surround",Saving Grace,,,https://www.rottentomatoes.com/m/1099492-saving_grace
Scope (2.35:1),$113.3M,Roland Emmerich,"war,action,history,drama",English,,"Mutual Film Company,Columbia Pictures Corporation,Centropolis Entertainment",R (Strong Violence),"Apr 16, 2012","Jun 28, 2000
 wide",2h 38m,"SDDS, DTS, Surround, Dolby Digital, Dolby SR",The Patriot,,,https://www.rottentomatoes.com/m/1098149-patriot
Scope (2.35:1),$871.1K,Tom Tykwer,"drama,romance",German,"Stefan Arndt,    Maria Köpf",X-Filme Creative Pool,R (Some Sexual Content|Language|Disturbing Images),"Jan 29, 2002","Jun 22, 2001
 wide",2h 15m,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",The Princess and the Warrior,,,https://www.rottentomatoes.com/m/princess_and_the_warrior
Flat (1.85:1),$32.7M,Bonnie Hunt,romance,English,Jennie Lew Tugend,"Metro Goldwyn Mayer,JLT Productions",PG (Thematic Elements|Language),"Nov 4, 2016","Apr 7, 2000
 wide",1h 53m,"Dolby Stereo, DTS, Surround, Dolby Digital, Dolby SR",Return to Me,,"Bonnie Hunt,    Don Lake",https://www.rottentomatoes.com/m/return_to_me
Scope (2.35:1),$413.6K,Michael Winterbottom,drama,English,,"Revolution Films,BBC,PolyGram Filmed Entertainment,Universal International Pictures,Kismet Film Company",R,"Oct 1, 2017",,1h 48m,"Dolby SR, Dolby Digital",Wonderland,,,https://www.rottentomatoes.com/m/wonderland_2000
Scope (2.35:1),$622.0K,Michael Winterbottom,drama,English,Andrew Eaton,"Revolution Films,Arts Council of England,Grosvenor Park Productions,BBC,DB Entertainment,Le Studio Canal +,Alliance Atlantis Communications,Pathé Pictures",R (Some Language|Sexuality|Violence),"Jun 26, 2016",,2h,"Dolby SR, DTS, Dolby Stereo, Surround, Dolby A, Dolby Digital",The Claim,,,https://www.rottentomatoes.com/m/claim
Flat (1.85:1),,Jun Falkenstein,"animation,kids and family,adventure",English,Cheryl Abood,Walt Disney Pictures,G,"May 4, 2016","Feb 11, 2000
 wide",1h 17m,"SDDS, Dolby Digital, DTS, Surround",The Tigger Movie,,Jun Falkenstein,https://www.rottentomatoes.com/m/the-tigger-movie
Scope (2.35:1),$39.2M,David Twohy,"horror,sci fi",English,Tom Engelman,"Gramercy Pictures,Intrepid Pictures,Interscope Communications",R (Language|Gore|Sci-Fi Violence),"Jul 22, 2015","Feb 18, 2000
 wide",1h 48m,"Surround, DTS, Dolby Digital, SDDS",Pitch Black,,"Jim Wheat,    Ken Wheat,    David Twohy",https://www.rottentomatoes.com/m/pitch_black
Scope (2.35:1),$215.4M,John Woo,"action,mystery and thriller,adventure",English,"Tom Cruise,    Paula Wagner","Paramount Pictures,Cruise-Wagner Productions",PG-13,"Aug 1, 2013","May 24, 2000
 wide",2h 3m,"SDDS, Dolby Digital, DTS, Surround, Dolby SR",Mission: Impossible 2,,,https://www.rottentomatoes.com/m/mission_impossible_2
Flat (1.85:1),$198.2K,Takeshi Kitano,drama,Japanese,"Masayuki Mori,    Takio Yoshida","Office Kitano,Bandai Visual Co. Ltd.,Tokyo FM Broadcasting Company,Nippon Herald Films",PG-13 (Threatening Incident),"Jul 30, 2013","May 26, 2000
 wide",2h 2m,"Dolby SR, Dolby Digital, Surround",Kikujiro,,,https://www.rottentomatoes.com/m/kikujiro
,$1.6M,Michael Almereyda,drama,English,"Andrew Fierberg,    Amy Hobby",Double A Films,R,"Nov 8, 2016",,1h 51m,"Dolby Stereo, Dolby SR, Dolby Digital, Surround",Hamlet,,,https://www.rottentomatoes.com/m/1097245-hamlet
Flat (1.85:1),$498.1K,André Téchiné,drama,French (France),Alain Sarde,"Televisión Española (TVE),Studio Images 4,Le Studio Canal +,October Films,Vertigo,Les Films Alain Sarde,France 3 Cinéma,France 2 Cinema",R,,"Aug 30, 1998
 wide",2h 10m,"Dolby Digital, Dolby SR, Surround, DTS",Alice and Martin,,,https://www.rottentomatoes.com/m/alice_et_martin
Flat (1.85:1),$12.0M,Sam Raimi,mystery and thriller,English,"Tom Rosenberg,    James Jacks,    Rob Tapert","Lakeshore Entertainment,Alphaville Films",R (Nudity|Language|Sexuality|Violence),"Oct 4, 2016","Jan 19, 2001
 wide",1h 50m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",The Gift,,,https://www.rottentomatoes.com/m/1103231-gift
Flat (1.85:1),$68.5M,Todd Phillips,comedy,English,"Dan Goldberg,    Joe Medjuck","Montecito Picture Company,DreamWorks SKG",R (Drug Use|Crude Humor|Language|Strong Sexual Content),"Aug 1, 2013","May 19, 2000
 wide",1h 34m,"Dolby Stereo, DTS, SDDS, Surround, Dolby Digital, Dolby SR",Road Trip,,,https://www.rottentomatoes.com/m/1097259-road_trip
Scope (2.35:1),$13.1M,Robert Altman,romance,English,"Robert Altman,    James McLindon","Sandcastle 5 Productions,Splendid Medien AG,Dr. T Inc.",R,"Apr 16, 2015","Oct 13, 2000
 wide",2h 1m,"Dolby SR, Dolby Digital, Dolby Stereo",Dr. T & the Women,,,https://www.rottentomatoes.com/m/dr_t_and_the_women
Scope (2.35:1),$10.0M,Takao Okawara,sci fi,Japanese,,Toho Company Ltd.,PG (Violence|Mild Language),"Apr 16, 2012","Aug 18, 2000
 wide",1h 37m,"Surround, Dolby Stereo, Dolby Digital, SDDS",Godzilla 2000,Godzilla,,https://www.rottentomatoes.com/m/godzilla_2000
,$1.1M,Greg Harrison,drama,English,,"415 Productions,Groove, LLC",R,"Apr 16, 2012",,1h 23m,"Surround, Dolby Digital",Groove,,,https://www.rottentomatoes.com/m/groove
Scope (2.35:1),$494.0K,Pete Docter,"fantasy,kids and family,animation,comedy,adventure",English,Darla K. Anderson,"Walt Disney Productions,Pixar Animation Studios",G,"Oct 20, 2013","Nov 2, 2001
 wide",1h 32m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital","Monsters, Inc.",Pixar,,https://www.rottentomatoes.com/m/monsters_inc
Scope (2.35:1),$128.1M,Ang Lee,"action,sports and fitness,adventure",Chinese,"Li-Kong Hsu,    William Kong,    Ang Lee","United China Vision,Asia Union Film & Entertainment Ltd.,China Film Co-Production Corporation,Sony Pictures Classics,Edko Films,Good Machine,Columbia Pictures Film Production Asia",PG-13 (Some Sexuality|Martial Arts Violence),"Apr 16, 2012","Dec 22, 2000
 wide",2h,"Dolby SR, Dolby Digital, Surround","Crouching Tiger, Hidden Dragon",,,https://www.rottentomatoes.com/m/crouching_tiger_hidden_dragon
Scope (2.35:1),$315.5M,Peter Jackson,"fantasy,adventure",English,"Peter Jackson,    Barrie M. Osborne,    Fran Walsh,    Tim Sanders","New Line Cinema,Saul Zaentz Company,WingNut Films",PG-13 (Some Scary Images|Epic Battle Sequences),"Jun 28, 2011","Dec 19, 2001
 wide",2h 58m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby EX, Dolby Digital",The Lord of the Rings: The Fellowship of the Ring,Lord of the Rings,,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_fellowship_of_the_ring
Flat (1.85:1),$2.3M,Rob Sitch,comedy,English,"Santo Cilauro,    Tom Gleisner,    Jane Kennedy","Dish Film Ltd.,Working Dog Productions,Village Roadshow Pictures,Distant Horizon",PG-13 (Brief Strong Language),"Jun 3, 2008","Apr 27, 2001
 wide",1h 40m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",The Dish,,,https://www.rottentomatoes.com/m/dish
Scope (2.35:1),$3.8M,Dominik Moll,"comedy,mystery and thriller",French (Canada),Michel Saint-Jean,"La Sofica Sofinergie 5,La Procirep,M6 Films Production",R (Scene of Nudity|Language|Violence),"Jul 8, 2016",,1h 57m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR","Harry, He's Here to Help",,,https://www.rottentomatoes.com/m/with_a_friend_like_harry
,$25.5K,Béla Tarr,drama,Unknown language,"Miklos Szita,    Franz Goess",,,"Feb 28, 2006",,2h 25m,,Werckmeister Harmonies,,,https://www.rottentomatoes.com/m/werckmeister_harmonies
Flat (1.85:1),$448.4K,Laurent Cantet,drama,French (Canada),Caroline Benjo,,PG-13 (Sensuality),"Jan 14, 2003",,2h 14m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Time Out,,,https://www.rottentomatoes.com/m/time-out-l-emploi-du-temps
Flat (1.85:1),$6.2M,Terry Zwigoff,"drama,comedy",English,"Lianne Halfon,    John Malkovich,    Russell Smith","Jersey Films,United Artists",R (Strong Language|Some Sexual Content),"Nov 25, 2016",,1h 51m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Ghost World,,,https://www.rottentomatoes.com/m/ghost_world
Scope (2.35:1),$35.9M,Todd Field,drama,English,"Todd Field,    Ross Katz,    Graham Leader","Good Machine,Standard Film Company Inc.,GreeneStreet Films Inc.",R (Some Violence|Language),"Oct 8, 2016","Nov 23, 2001
 wide",2h 18m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",In the Bedroom,,,https://www.rottentomatoes.com/m/in_the_bedroom
,,Manoel de Oliveira,"drama,comedy",French (Canada),Paulo Branco,,,"Aug 19, 2003",,1h 30m,Surround,I'm Going Home,,,https://www.rottentomatoes.com/m/im_going_home
Flat (1.85:1),$112.7M,Robert Rodriguez,"action,kids and family,adventure",English,"Elizabeth Avellan,    Robert Rodriguez","Dimension Films,Troublemaker Studios",PG,"Mar 2, 2017","Mar 30, 2001
 wide",1h 28m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby EX, Dolby Digital",Spy Kids,,,https://www.rottentomatoes.com/m/spy_kids
Flat (1.85:1),$2.5M,George Butler,documentary,English,George Butler,"American Museum of Natural History,Discovery Channel Pictures,Morgan Stanley Dean Witter,Nova",G,,"Oct 19, 2001
 wide",1h 33m,Mono,The Endurance: Shackleton's Legendary Antarctic Expedition,,,https://www.rottentomatoes.com/m/the-endurance
,$13.6M,Alfonso Cuarón,"drama,comedy",Spanish,"Alfonso Cuarón,    Jorge Vergara",,,"Sep 27, 2016","Mar 15, 2002
 wide",1h 45m,"Dolby Stereo, Dolby Digital, Surround, Dolby A, Dolby SR",And Your Mother Too,,,https://www.rottentomatoes.com/m/y_tu_mama_tambien
Scope (2.35:1),$905.9K,Ashutosh Gowariker,"drama,history,romance",Hindi,Aamir Khan,,PG (Some Violence|Language),"Dec 9, 2017",,3h 43m,"Dolby SR, Dolby A, DTS, Dolby Stereo, Dolby Digital",Lagaan: Once Upon a Time in India,,,https://www.rottentomatoes.com/m/lagaan_once_upon_a_time_in_india
Scope (2.35:1),,Danis Tanovic,"war,comedy",English,"Frédérique Dumas-Zajdela,    Marc Baschet,    Cédomir Kolar",Fabrica,R (Violence|Language),"Feb 1, 2017","Dec 21, 2001
 wide",1h 38m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",No Man's Land,,,https://www.rottentomatoes.com/m/no_mans_land
,$114.7K,Paul Pavlikovsky,romance,English,Ruth Caleb,BBC,,"Jul 22, 2015",,1h 13m,Dolby,Last Resort,,,https://www.rottentomatoes.com/m/last_resort_2001
,$1.3M,"Chris Hegedus,    Jehane Noujaim",documentary,English,"D.A. Pennebaker,    Frazer Pennebaker","Noujaim Films,Pennebaker-Hegedus Films",R (Language),"Oct 12, 2016","May 11, 2001
 wide",1h 43m,Surround,Startup.com,,,https://www.rottentomatoes.com/m/startupcom
,$754.7K,Guillermo del Toro,"drama,mystery and thriller,horror",Spanish,,"Good Machine,El Deseo S.A.",R (Violence|Some Sexuality|Language),"Oct 2, 2012","Nov 21, 2001
 wide",1h 46m,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",The Devil's Backbone,,,https://www.rottentomatoes.com/m/devils_backbone
Flat (1.85:1),$5.4M,Alejandro González Iñárritu,"mystery and thriller,drama",Spanish,Alejandro González Iñárritu,"Zeta Film,Altavista Films",R (Language|Gore|Sexuality|Violence),"Sep 6, 2016","Apr 13, 2000
 wide",2h 33m,"Dolby SR, Dolby Digital, Dolby A, Surround",Love's a Bitch,,,https://www.rottentomatoes.com/m/amores_perros
Flat (1.85:1),$3.0M,John Cameron Mitchell,musical,English,"Christine Vachon,    Katie Roumel,    Pamela Koffler","New Line Cinema,Killer Films",R (Sexual Content|Language),"Aug 10, 2016","Jul 20, 2001
 wide",1h 35m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Hedwig and the Angry Inch,,,https://www.rottentomatoes.com/m/hedwig_and_the_angry_inch
Flat (1.85:1),$673.8K,Jafar Panahi,drama,Persian,"Gary Howsam,    Jafar Panahi","Jafar Panahi Film Productions,Mikado Film S.r.l.,Lumière & Company",,,,1h 31m,Mono,The Circle,,,https://www.rottentomatoes.com/m/the_circle_2001
Scope (2.35:1),,Francis Ford Coppola,"drama,war",English,Francis Ford Coppola,Zoetrope Studios,R (Language|Disturbing Violent Images|Sexual Content|Some Drug Use),"Nov 25, 2015","Aug 3, 2001
 wide",3h 15m,"Dolby Digital, Dolby SR, Surround, Dolby Stereo, Dolby A",Apocalypse Now Redux,,,https://www.rottentomatoes.com/m/apocalypse_now_redux_2001
Scope (2.35:1),$33.2M,Jean-Pierre Jeunet,romance,French (France),Claudie Ossard,"MMC Independent GmbH,Tapioca Films,MMC Independent,France 3 Cinéma,UGC",R (Sexual Content),"Apr 21, 2016","Nov 2, 2001
 wide",2h 1m,"Dolby SR, DTS, Dolby Stereo, Surround, Dolby A, Dolby Digital",Amelie From Montmartre,,,https://www.rottentomatoes.com/m/amelie
Scope (2.35:1),$267.7M,"Andrew Adamson,    Vicky Jenson","fantasy,animation,comedy,kids and family",English,"Aron Warner,    John H. Williams,    Jeffrey Katzenberg","DreamWorks SKG,Pacific Data Images (PDI)",PG (Some Crude Humor|Mild Language),"Nov 25, 2015","May 18, 2001
 wide",1h 29m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Shrek,,,https://www.rottentomatoes.com/m/shrek
Flat (1.85:1),$1.5M,François Ozon,drama,French (France),"Olivier Delbosc,    Marc Missonnier",Sony Pictures Classics,,"Dec 11, 2001","May 4, 2000
 wide",1h 36m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Under the Sand,,,https://www.rottentomatoes.com/m/under_the_sand
Flat (1.85:1),$1.3M,Stacy Peralta,documentary,English,Agi Orsi,"Agi Orsi Productions,Vans Off the Wall",PG-13 (Some Drug References|Language),"Apr 16, 2012","Apr 26, 2002
 wide",1h 29m,"Dolby Stereo, Dolby Digital, Dolby A, Dolby SR",Dogtown and Z-Boys,,,https://www.rottentomatoes.com/m/dogtown_and_zboys
Flat (1.85:1),$4.2M,Sandra Nettelbeck,"drama,comedy",German,"Karl Baumgartner,    Christoph Friedel",Palomar,PG (Thematic Material|Mild Language),"Aug 10, 2016",,1h 45m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Mostly Martha,,,https://www.rottentomatoes.com/m/mostly_martha
Flat (1.85:1),$37.3K,Satoshi Kon,"drama,fantasy,anime",Japanese,Taro Maki,Mad House Company Ltd.,PG (Brief Mild Language|Violence|Thematic Elements),"Jul 18, 2019","Sep 12, 2003
 wide",1h 27m,Dolby Digital,Millennium Actress,,,https://www.rottentomatoes.com/m/millennium_actress_2001
Flat (1.66:1),$2.7M,Kar-Wai Wong,"drama,romance",Chinese,William Chang,"Block 2 Pictures,Paradis Film,Jet Tone Productions",PG (Thematic Elements|Brief Language),"Oct 15, 2020","Feb 26, 2001
 wide",1h 37m,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",In the Mood for Love,,,https://www.rottentomatoes.com/m/in_the_mood_for_love_2001
Flat (1.85:1),$14.7M,Woo-Ping Yuen,"action,sports and fitness",Chinese,Hark Tsui,"Film Workshop Ltd.,Golden Harvest",PG-13 (Martial Arts Action/Violence),"Apr 16, 2017","Oct 12, 2001
 wide",1h 25m,"Dolby SR, DTS, Dolby Stereo, SDDS, Dolby A, Dolby Digital",Iron Monkey,,,https://www.rottentomatoes.com/m/1075984-iron_monkey
,,Agnès Varda,documentary,French (Canada),Agnès Varda,,,"Jan 11, 2017",,1h 22m,,The Gleaners and I,,,https://www.rottentomatoes.com/m/the_gleaners_and_i
Flat (1.85:1),$1.0M,Lukas Moodysson,"drama,comedy",Swedish,Lars Jönsson,"TV1000 AB,Nordisk Film- & TV-Fond,Zentropa Entertainments,SVT Drama,Memfis Film,Film i Väst,Swedish Film Institute",R (Nudity|Language|Sexuality),"Dec 22, 2016","Aug 17, 2001
 wide",1h 46m,"Dolby SR, Dolby A, DTS, Dolby Stereo, Dolby Digital",Together,,,https://www.rottentomatoes.com/m/together_2001
,$254.2K,Jim McKay,drama,English,"Jim McKay,    Paul Mezey,    Diana E. Williams","Beech Hill Films,Independent Film Channel,Journeyman Pictures,C-Hundred Film Corp.",R (Language|Some Teen Drug Use),"Dec 5, 2016","May 23, 2001
 wide",1h 35m,,Our Song,,,https://www.rottentomatoes.com/m/our_song
Flat (1.85:1),$1.4M,Mohsen Makhmalbaf,drama,Persian,,"Bac Films,Makhmalbaf Film House",,"May 1, 2008","Dec 14, 2001
 wide",1h 25m,Mono,Kandahar,,,https://www.rottentomatoes.com/m/kandahar_le_soleil_derriere_la_lune
,$634.6K,Bob Giraldi,"drama,comedy",English,"Louis DiGiaimo,    Patti Greaney",Giraldi/Suarez Productions,R (Language|Sexuality|Some Violence),"Aug 25, 2018","Sep 28, 2000
 wide",1h 38m,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Dinner Rush,,,https://www.rottentomatoes.com/m/dinner_rush
Scope (2.35:1),$46.6K,Shinji Aoyama,drama,Japanese,Takenori Sento,"Dentsu,Imagica Corp.,Les Films de L'Observatoire",,,"May 4, 2001
 wide",3h 38m,,Eureka,,,https://www.rottentomatoes.com/m/eureka_2001
,$1.3M,Jan Hrebejk,"drama,comedy",Czech,Pavel Borovan,,PG-13 (Some Violence|Sexual Content),"Jul 30, 2013","Jun 8, 2001
 wide",2h 3m,"Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Divided We Fall,,,https://www.rottentomatoes.com/m/divided_we_fall
Scope (2.35:1),$41.3M,Robert Altman,"drama,comedy,mystery and thriller",English,"Robert Altman,    David Levy,    Bob Balaban","Film Council,Sandcastle 5 Productions,Capitol Films,USA Films,Medusa Film",R (Some Language|Brief Sexuality),"Sep 10, 2015","Dec 26, 2001
 wide",2h 17m,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Gosford Park,,,https://www.rottentomatoes.com/m/gosford_park
Scope (2.35:1),$1.3M,Yimou Zhang,drama,Chinese,Yu Zhao,"Columbia Pictures Film Production Asia,Guangxi Film Studios",G,"Apr 16, 2012",,1h 30m,"Surround, Dolby SR",The Road Home,,,https://www.rottentomatoes.com/m/1108624-road_home
Flat (1.85:1),$263.1K,Stephanie Black,documentary,English,Stephanie Black,,,"Sep 5, 2018","Sep 21, 2001
 wide",1h 20m,"Dolby Stereo, Dolby SR, Dolby A",Life and Debt,,,https://www.rottentomatoes.com/m/life_and_debt
Flat (1.66:1),$788.9K,Sandi Simcha DuBowski,documentary,English,"Sandi Simcha DuBowski,    Marc Smolowitz",,,"May 13, 2016","Oct 24, 2001
 wide",1h 24m,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Trembling Before G-d,,,https://www.rottentomatoes.com/m/trembling-before-gd
Flat (1.66:1),$4.4M,Lone Scherfig,romance,Danish,Ib Tardini,Zentropa Entertainments,R (Some Sexuality|Language),"Mar 8, 2017","Jan 18, 2002
 wide",1h 52m,Dolby Stereo,Italian for Beginners,,,https://www.rottentomatoes.com/m/italian_for_beginners
